datetime,day_of_week,is_weekend,0,1,2,3,4
2018-01-01 03:40:00,0,0,0.008,0.0172,0.0167,0.0053,0.0011
2018-01-01 03:45:00,0,0,0.0095,0.0112,0.0054,0.0089,0.0017
2018-01-01 03:50:00,0,0,0.0083,0.0187,0.0051,0.0039,0.0062
2018-01-01 03:55:00,0,0,0.008,0.0146,0.0048,0.0046,0.0044
2018-01-01 04:00:00,0,0,0.0067,0.0117,0.0027,0.0038,0.006
2018-01-01 04:05:00,0,0,0.0044,0.0127,0.016,0.0064,0.0039
2018-01-01 04:10:00,0,0,0.0121,0.0096,0.0146,0.0044,0.0024
2018-01-01 04:15:00,0,0,0.0061,0.0154,0.0146,0.0056,0.0038
2018-01-01 04:20:00,0,0,0.0068,0.0139999999999999,0.019,0.0031,0.0022
2018-01-01 04:25:00,0,0,0.0061,0.0127,0.0129,0.0022,0.0028
2018-01-01 04:30:00,0,0,0.0055,0.0118,0.0132,0.002,0.0069999999999999
2018-01-01 04:35:00,0,0,0.0093,0.0174,0.0158,0.0035,0.005
2018-01-01 04:40:00,0,0,0.0069999999999999,0.0156,0.0137,0.0057,0.002
2018-01-01 04:45:00,0,0,0.0083,0.0152,0.0143,0.0042,0.0047
2018-01-01 04:50:00,0,0,0.0062,0.0133,0.0117,0.0049,0.0046
2018-01-01 04:55:00,0,0,0.0071,0.0143,0.0147,0.0043,0.0077
2018-01-01 05:00:00,0,0,0.006,0.0103,0.0174,0.0065,0.004
2018-01-01 05:05:00,0,0,0.005,0.0137,0.0099,0.0037,0.0049
2018-01-01 05:10:00,0,0,0.0083,0.0139999999999999,0.0022,0.0036,0.0087
2018-01-01 05:15:00,0,0,0.0057,0.0132,0.0136,0.004,0.0057
2018-01-01 05:20:00,0,0,0.0077,0.0154,0.0093,0.0039,0.0065
2018-01-01 05:25:00,0,0,0.0054,0.0143,0.0216,0.0046,0.0105
2018-01-01 05:30:00,0,0,0.0075,0.0176,0.0083,0.0073,0.0057
2018-01-01 05:35:00,0,0,0.0066,0.0191,0.0152,0.0068,0.0086
2018-01-01 05:40:00,0,0,0.0078,0.022,0.0149,0.0076,0.0073
2018-01-01 05:45:00,0,0,0.0097,0.0139999999999999,0.01,0.0054,0.0075
2018-01-01 05:50:00,0,0,0.0083,0.0125,0.017,0.0064,0.0089
2018-01-01 05:55:00,0,0,0.0062,0.0181,0.017,0.0053,0.0078
2018-01-01 06:00:00,0,0,0.0075,0.0195,0.0081,0.0048,0.0103
2018-01-01 06:05:00,0,0,0.0074,0.0104,0.0175,0.0072,0.0097
2018-01-01 06:10:00,0,0,0.0101,0.0173,0.0206,0.0069,0.0097
2018-01-01 06:15:00,0,0,0.0091,0.018,0.0227,0.0086,0.0056
2018-01-01 06:20:00,0,0,0.0092,0.0177,0.0128,0.0082,0.0097
2018-01-01 06:25:00,0,0,0.0102,0.0203,0.0261,0.0087,0.0115
2018-01-01 06:30:00,0,0,0.0102,0.02,0.0211,0.009,0.0116
2018-01-01 06:35:00,0,0,0.0101,0.0198,0.0218,0.0087,0.0128
2018-01-01 06:40:00,0,0,0.017,0.0156,0.0215,0.0108,0.0109
2018-01-01 06:45:00,0,0,0.0142,0.0204,0.025,0.0107,0.0095
2018-01-01 06:50:00,0,0,0.0128,0.0159,0.0207,0.0132,0.0091
2018-01-01 06:55:00,0,0,0.0112,0.0175,0.0103,0.0069,0.0099
2018-01-01 07:00:00,0,0,0.008,0.0152,0.0166,0.0113,0.0081
2018-01-01 07:05:00,0,0,0.0091,0.0191,0.017,0.0077,0.0099
2018-01-01 07:10:00,0,0,0.0095,0.0128,0.0165,0.0099,0.0111
2018-01-01 07:15:00,0,0,0.009,0.0145,0.0117,0.0076,0.0057
2018-01-01 07:20:00,0,0,0.0076,0.0114,0.0164,0.0098,0.0146
2018-01-01 07:25:00,0,0,0.0083,0.0195,0.0138,0.0073,0.0112
2018-01-01 07:30:00,0,0,0.0128,0.0133,0.0185,0.011,0.0118
2018-01-01 07:35:00,0,0,0.0248,0.024,0.0042,0.011,0.012
2018-01-01 07:40:00,0,0,0.0106,0.0203,0.0108,0.0115,0.0116
2018-01-01 07:45:00,0,0,0.0184,0.0184,0.018,0.0164,0.0136
2018-01-01 07:50:00,0,0,0.009,0.0187,0.0233,0.0136,0.0114
2018-01-01 07:55:00,0,0,0.0109,0.0165,0.0074,0.0122,0.0158
2018-01-01 08:00:00,0,0,0.013,0.0226,0.0094,0.0127,0.0157
2018-01-01 08:05:00,0,0,0.0119,0.0222,0.0195,0.0116,0.0166
2018-01-01 08:10:00,0,0,0.0098,0.0167,0.02,0.0117,0.0127
2018-01-01 08:15:00,0,0,0.0119,0.0284,0.0178,0.0123,0.0135
2018-01-01 08:20:00,0,0,0.0108,0.0256,0.0201,0.0113,0.0127
2018-01-01 08:25:00,0,0,0.0113,0.0249,0.0232,0.016,0.0209
2018-01-01 08:30:00,0,0,0.0149,0.0213,0.0297,0.0136,0.0164
2018-01-01 08:35:00,0,0,0.0138,0.0266,0.0235,0.0158,0.0244
2018-01-01 08:40:00,0,0,0.0171,0.0289,0.0263,0.0126,0.0185
2018-01-01 08:45:00,0,0,0.0153,0.03,0.0114,0.0137,0.0185
2018-01-01 08:50:00,0,0,0.0167,0.021,0.0233,0.0178,0.0238
2018-01-01 08:55:00,0,0,0.0155,0.0257,0.0263,0.0179,0.0226
2018-01-01 09:00:00,0,0,0.0149,0.0249,0.0241,0.0148,0.0192
2018-01-01 09:05:00,0,0,0.0154,0.02,0.0216,0.0174,0.0253
2018-01-01 09:10:00,0,0,0.0157,0.0213,0.0264,0.0164,0.0287
2018-01-01 09:15:00,0,0,0.017,0.0264,0.0232,0.0168,0.0236
2018-01-01 09:20:00,0,0,0.0185,0.026,0.0139,0.0179,0.0273
2018-01-01 09:25:00,0,0,0.0177,0.0263,0.0226,0.0165,0.0275
2018-01-01 09:30:00,0,0,0.0203,0.0324,0.008,0.0177,0.0316
2018-01-01 09:35:00,0,0,0.0206,0.0266,0.0288,0.022,0.0277
2018-01-01 09:40:00,0,0,0.022,0.0292,0.0279999999999999,0.0234,0.0362
2018-01-01 09:45:00,0,0,0.0268,0.0287,0.0351,0.0244,0.0258
2018-01-01 09:50:00,0,0,0.0241,0.032,0.0275,0.0251,0.0382
2018-01-01 09:55:00,0,0,0.0237,0.0292,0.0185,0.0262,0.0295
2018-01-01 10:00:00,0,0,0.0208,0.0261,0.0091,0.0272,0.0322
2018-01-01 10:05:00,0,0,0.0216,0.0331,0.0231,0.0246,0.0372
2018-01-01 10:10:00,0,0,0.025,0.0277,0.024,0.0292,0.0381
2018-01-01 10:15:00,0,0,0.0278,0.0418,0.0287,0.0265,0.0411
2018-01-01 10:20:00,0,0,0.0225,0.035,0.0114,0.0286,0.0378
2018-01-01 10:25:00,0,0,0.0233,0.037,0.0,0.0234,0.0425
2018-01-01 10:30:00,0,0,0.0249,0.0351,0.0249,0.0331,0.0379
2018-01-01 10:35:00,0,0,0.0274,0.0392,0.0185,0.0279999999999999,0.0635
2018-01-01 10:40:00,0,0,0.0281,0.0381,0.0369,0.0307,0.0553
2018-01-01 10:45:00,0,0,0.0306,0.0459,0.0195,0.0308,0.0507
2018-01-01 10:50:00,0,0,0.0278,0.043,0.018,0.031,0.0464
2018-01-01 10:55:00,0,0,0.0289,0.0468,0.0222,0.0335,0.0582
2018-01-01 11:00:00,0,0,0.0325,0.0423,0.0226,0.0329,0.0601
2018-01-01 11:05:00,0,0,0.0321,0.0423,0.0078,0.0321,0.0623
2018-01-01 11:10:00,0,0,0.0279,0.0438,0.0346,0.0299,0.0619
2018-01-01 11:15:00,0,0,0.0315,0.0438,0.0299,0.037,0.0591
2018-01-01 11:20:00,0,0,0.0289,0.0388,0.0221,0.0412,0.0598
2018-01-01 11:25:00,0,0,0.0313,0.0435,0.057,0.0405,0.0701
2018-01-01 11:30:00,0,0,0.0319,0.0481,0.0353,0.0424,0.0542
2018-01-01 11:35:00,0,0,0.0307,0.0392,0.0359,0.0424,0.0692
2018-01-01 11:40:00,0,0,0.0344,0.0534,0.0191,0.0423,0.0582
2018-01-01 11:45:00,0,0,0.0383,0.0494,0.0361,0.0425,0.0743
2018-01-01 11:50:00,0,0,0.0332,0.0535,0.0483,0.0461,0.064
2018-01-01 11:55:00,0,0,0.0343,0.0545,0.0158,0.0396,0.0619
2018-01-01 12:00:00,0,0,0.0317,0.0456,0.0229,0.0376,0.0645
2018-01-01 12:05:00,0,0,0.0318,0.0399,0.0276,0.0393,0.0621
2018-01-01 12:10:00,0,0,0.0338,0.0575,0.0145,0.0466,0.0682
2018-01-01 12:15:00,0,0,0.0312,0.0447,0.0251,0.0472,0.0653
2018-01-01 12:20:00,0,0,0.0369,0.0616,0.0412,0.0432,0.0819
2018-01-01 12:25:00,0,0,0.0398,0.0597,0.0062,0.0436,0.0589
2018-01-01 12:30:00,0,0,0.0386,0.0465,0.0286,0.0395,0.0823
2018-01-01 12:35:00,0,0,0.0314,0.0561,0.0039,0.048,0.0741
2018-01-01 12:40:00,0,0,0.0403,0.0525,0.0361,0.0528,0.0753
2018-01-01 12:45:00,0,0,0.0428,0.0579999999999999,0.0312,0.0507,0.0709
2018-01-01 12:50:00,0,0,0.0346,0.0497,0.0239,0.0454,0.0703
2018-01-01 12:55:00,0,0,0.0411,0.0576,0.0148,0.0487,0.0743
2018-01-01 13:00:00,0,0,0.0435,0.0535,0.0685,0.0445,0.0757
2018-01-01 13:05:00,0,0,0.0398,0.0576,0.0374,0.0513,0.0725
2018-01-01 13:10:00,0,0,0.0414,0.0627,0.0125,0.0472,0.0556
2018-01-01 13:15:00,0,0,0.0447,0.0574,0.0152,0.0486,0.0813
2018-01-01 13:20:00,0,0,0.0407,0.0485,0.0337,0.0473,0.0688
2018-01-01 13:25:00,0,0,0.0396,0.0595,0.0644,0.0536,0.0721
2018-01-01 13:30:00,0,0,0.0688,0.0548,0.0182,0.0469,0.0726
2018-01-01 13:35:00,0,0,0.0292,0.066,0.0124,0.0421,0.0717
2018-01-01 13:40:00,0,0,0.0349,0.0639,0.0396,0.0488,0.0731
2018-01-01 13:45:00,0,0,0.0685,0.0628,0.0645,0.0506,0.0696
2018-01-01 13:50:00,0,0,0.0405,0.0711,0.0353,0.0594,0.0851
2018-01-01 13:55:00,0,0,0.0438,0.0607,0.0148,0.0511,0.0593
2018-01-01 14:00:00,0,0,0.046,0.0567,0.0673,0.0459,0.0673
2018-01-01 14:05:00,0,0,0.0356,0.0625,0.0321,0.0477,0.0769
2018-01-01 14:10:00,0,0,0.0406,0.0521,0.0474,0.0443,0.0726
2018-01-01 14:15:00,0,0,0.0409999999999999,0.0655,0.0494,0.0484,0.0722
2018-01-01 14:20:00,0,0,0.0517,0.0709,0.0579999999999999,0.0513,0.0811
2018-01-01 14:25:00,0,0,0.0494,0.0554,0.0666,0.0548,0.0748
2018-01-01 14:30:00,0,0,0.0384,0.0529,0.0646,0.0483,0.0801
2018-01-01 14:35:00,0,0,0.0469,0.0587,0.0542,0.0494,0.0766
2018-01-01 14:40:00,0,0,0.0314,0.0512,0.0444,0.0526,0.0587
2018-01-01 14:45:00,0,0,0.0466,0.0853,0.0568,0.045,0.0498
2018-01-01 14:50:00,0,0,0.0421,0.0581,0.0636,0.0461,0.0635
2018-01-01 14:55:00,0,0,0.0484,0.0455,0.0431,0.0513,0.0631
2018-01-01 15:00:00,0,0,0.0357,0.0559999999999999,0.0592,0.0514,0.0597
2018-01-01 15:05:00,0,0,0.042,0.0587,0.0333,0.0485,0.0951
2018-01-01 15:10:00,0,0,0.0335,0.0402,0.0421,0.0561,0.0948
2018-01-01 15:15:00,0,0,0.0382,0.0512,0.043,0.0425,0.0854
2018-01-01 15:20:00,0,0,0.036,0.0575,0.0496,0.0505,0.0806
2018-01-01 15:25:00,0,0,0.0398,0.0523,0.0656,0.0471,0.0709
2018-01-01 15:30:00,0,0,0.0424,0.0536,0.0519,0.0464,0.1125
2018-01-01 15:35:00,0,0,0.046,0.0659,0.0582,0.0481,0.0979
2018-01-01 15:40:00,0,0,0.0288,0.0508,0.0438,0.044,0.0832
2018-01-01 15:45:00,0,0,0.0329,0.0526,0.0597,0.0492,0.0857
2018-01-01 15:50:00,0,0,0.0401,0.0429,0.0632,0.0483,0.064
2018-01-01 15:55:00,0,0,0.044,0.0551,0.0476,0.0419,0.0714
2018-01-01 16:00:00,0,0,0.0353,0.0524,0.0561,0.0443,0.052
2018-01-01 16:05:00,0,0,0.0382,0.0452,0.0413,0.044,0.0849
2018-01-01 16:10:00,0,0,0.0393,0.0525,0.0568,0.0465,0.1202
2018-01-01 16:15:00,0,0,0.0382,0.0537,0.0357,0.0463,0.0883
2018-01-01 16:20:00,0,0,0.0442,0.0518,0.0533,0.0433,0.1108
2018-01-01 16:25:00,0,0,0.034,0.0513,0.0491,0.0409999999999999,0.1116
2018-01-01 16:30:00,0,0,0.0433,0.0579999999999999,0.0442,0.037,0.089
2018-01-01 16:35:00,0,0,0.0398,0.0551,0.0584,0.0472,0.1172
2018-01-01 16:40:00,0,0,0.0414,0.0631,0.053,0.0364,0.0825
2018-01-01 16:45:00,0,0,0.0411,0.0518,0.0535,0.0418,0.0971
2018-01-01 16:50:00,0,0,0.042,0.0552,0.0399,0.0409999999999999,0.0852
2018-01-01 16:55:00,0,0,0.0292,0.0452,0.048,0.0379,0.0728
2018-01-01 17:00:00,0,0,0.0389,0.0563,0.05,0.0449,0.076
2018-01-01 17:05:00,0,0,0.0376,0.0464,0.0508,0.046,0.0754
2018-01-01 17:10:00,0,0,0.0371,0.0632,0.0467,0.0374,0.1111
2018-01-01 17:15:00,0,0,0.0405,0.0511,0.0511,0.0406,0.0827
2018-01-01 17:20:00,0,0,0.0412,0.0591,0.0226,0.0375,0.0843
2018-01-01 17:25:00,0,0,0.0327,0.0509,0.0404,0.0443,0.0785
2018-01-01 17:30:00,0,0,0.0442,0.0592,0.036,0.0441,0.1058
2018-01-01 17:35:00,0,0,0.0473,0.0497,0.0422,0.0399,0.094
2018-01-01 17:40:00,0,0,0.0414,0.0545,0.0656,0.0451,0.0978
2018-01-01 17:45:00,0,0,0.0384,0.0528,0.0459,0.0353,0.0859
2018-01-01 17:50:00,0,0,0.0415,0.0498,0.0374,0.0421,0.1067
2018-01-01 17:55:00,0,0,0.0394,0.0541,0.0567,0.0377,0.1238
2018-01-01 18:00:00,0,0,0.0415,0.0538,0.0454,0.0411,0.0955
2018-01-01 18:05:00,0,0,0.0641,0.0507,0.0576,0.042,0.0793
2018-01-01 18:10:00,0,0,0.0389,0.0565,0.0401,0.0388,0.1074
2018-01-01 18:15:00,0,0,0.0379,0.0529,0.0549,0.0381,0.1004
2018-01-01 18:20:00,0,0,0.0337,0.054,0.0548,0.035,0.1053
2018-01-01 18:25:00,0,0,0.0403,0.0567,0.0565,0.0402,0.1167
2018-01-01 18:30:00,0,0,0.0415,0.0317,0.0479,0.0354,0.1061
2018-01-01 18:35:00,0,0,0.0354,0.0783,0.0314,0.0431,0.109
2018-01-01 18:40:00,0,0,0.0409999999999999,0.0577,0.0409999999999999,0.0347,0.0878
2018-01-01 18:45:00,0,0,0.0387,0.0542,0.0323,0.0355,0.0541
2018-01-01 18:50:00,0,0,0.0372,0.0561,0.0502,0.0365,0.0611
2018-01-01 18:55:00,0,0,0.0334,0.0559,0.0435,0.0332,0.06
2018-01-01 19:00:00,0,0,0.0357,0.0422,0.0404,0.0325,0.0718
2018-01-01 19:05:00,0,0,0.0336,0.0515,0.046,0.0413,0.0534
2018-01-01 19:10:00,0,0,0.0349,0.0479,0.0378,0.0386,0.051
2018-01-01 19:15:00,0,0,0.0395,0.0401,0.0406,0.0347,0.0537
2018-01-01 19:20:00,0,0,0.0356,0.0486,0.0488,0.0351,0.0508
2018-01-01 19:25:00,0,0,0.0279,0.0398,0.0428,0.035,0.0521
2018-01-01 19:30:00,0,0,0.0345,0.0399,0.053,0.0259,0.0373
2018-01-01 19:35:00,0,0,0.0338,0.0509,0.0453,0.0337,0.0498
2018-01-01 19:40:00,0,0,0.0374,0.0469,0.0263,0.0345,0.0418
2018-01-01 19:45:00,0,0,0.0377,0.0462,0.0426,0.0288,0.0473
2018-01-01 19:50:00,0,0,0.0298,0.0425,0.0376,0.0334,0.0337
2018-01-01 19:55:00,0,0,0.0293,0.0451,0.0442,0.0268,0.0307
2018-01-01 20:00:00,0,0,0.0304,0.0399,0.032,0.0226,0.0421
2018-01-01 20:05:00,0,0,0.0261,0.051,0.0408,0.0279,0.0328
2018-01-01 20:10:00,0,0,0.0217,0.0507,0.0251,0.0315,0.0299
2018-01-01 20:15:00,0,0,0.0341,0.0375,0.0356,0.0309,0.0263
2018-01-01 20:20:00,0,0,0.0263,0.0323,0.0459,0.0251,0.0299
2018-01-01 20:25:00,0,0,0.0265,0.0358,0.0411,0.0274,0.0271
2018-01-01 20:30:00,0,0,0.0294,0.0479,0.0337,0.0233,0.0236
2018-01-01 20:35:00,0,0,0.0554,0.0389,0.0289999999999999,0.0232,0.0286
2018-01-01 20:40:00,0,0,0.0293,0.0397,0.0467,0.0294,0.0232
2018-01-01 20:45:00,0,0,0.0299,0.0438,0.0394,0.0228,0.0211
2018-01-01 20:50:00,0,0,0.0329,0.0344,0.0377,0.0258,0.0227
2018-01-01 20:55:00,0,0,0.0275,0.0415,0.0361,0.0287,0.0277
2018-01-01 21:00:00,0,0,0.047,0.0328,0.0343,0.0268,0.0226
2018-01-01 21:05:00,0,0,0.0238,0.0411,0.0383,0.0189,0.0192
2018-01-01 21:10:00,0,0,0.0289,0.0333,0.0279999999999999,0.0248,0.0119
2018-01-01 21:15:00,0,0,0.0246,0.0369,0.0345,0.0247,0.0212
2018-01-01 21:20:00,0,0,0.0243,0.034,0.0283,0.03,0.0151
2018-01-01 21:25:00,0,0,0.0268,0.0719,0.0375,0.0227,0.0215
2018-01-01 21:30:00,0,0,0.0218,0.0412,0.0318,0.0245,0.0122
2018-01-01 21:35:00,0,0,0.0272,0.0269,0.0406,0.0208,0.02
2018-01-01 21:40:00,0,0,0.0256,0.0323,0.0389,0.0297,0.0209
2018-01-01 21:45:00,0,0,0.0273,0.0393,0.0301,0.02,0.0175
2018-01-01 21:50:00,0,0,0.0233,0.0333,0.0421,0.0213,0.0177
2018-01-01 21:55:00,0,0,0.0273,0.0331,0.0336,0.0211,0.0076
2018-01-01 22:00:00,0,0,0.0276,0.0314,0.0429,0.0221,0.0135
2018-01-01 22:05:00,0,0,0.0252,0.0333,0.0284,0.0201,0.0197
2018-01-01 22:10:00,0,0,0.0224,0.0285,0.0341,0.019,0.0109
2018-01-01 22:15:00,0,0,0.016,0.021,0.0294,0.0161,0.0152
2018-01-01 22:20:00,0,0,0.0266,0.0235,0.0351,0.0214,0.0108
2018-01-01 22:25:00,0,0,0.0232,0.0325,0.0385,0.0158,0.0134
2018-01-01 22:30:00,0,0,0.021,0.0259,0.0328,0.02,0.0116
2018-01-01 22:35:00,0,0,0.0223,0.0297,0.0278,0.0188,0.0116
2018-01-01 22:40:00,0,0,0.0229,0.0187,0.0322,0.0182,0.0088
2018-01-01 22:45:00,0,0,0.0169,0.0265,0.0299,0.0187,0.0098
2018-01-01 22:50:00,0,0,0.0216,0.0286,0.0257,0.0178,0.0083
2018-01-01 22:55:00,0,0,0.0184,0.0247,0.024,0.0126,0.0074
2018-01-01 23:00:00,0,0,0.0211,0.0217,0.0256,0.0144,0.0098
2018-01-01 23:05:00,0,0,0.0176,0.0192,0.0231,0.0128,0.0081
2018-01-01 23:10:00,0,0,0.0168,0.0221,0.0184,0.0137,0.008
2018-01-01 23:15:00,0,0,0.0125,0.0195,0.0279999999999999,0.0118,0.0072
2018-01-01 23:20:00,0,0,0.0178,0.0134,0.0206,0.0127,0.009
2018-01-01 23:25:00,0,0,0.0154,0.0176,0.0211,0.0119,0.0025
2018-01-01 23:30:00,0,0,0.0113,0.0168,0.0221,0.0069,0.0034
2018-01-01 23:35:00,0,0,0.0146,0.0164,0.0209,0.0141,0.0066
2018-01-01 23:40:00,0,0,0.015,0.0093,0.0205,0.0108,0.0042
2018-01-01 23:45:00,0,0,0.0174,0.0193,0.017,0.0104,0.0049
2018-01-01 23:50:00,0,0,0.0173,0.0171,0.0221,0.0102,0.0058
2018-01-01 23:55:00,0,0,0.0107,0.0181,0.0158,0.0116,0.0029
2018-01-02 00:00:00,1,0,0.015,0.0154,0.0149,0.0067,0.0036
2018-01-02 00:05:00,1,0,0.0101,0.0189,0.0147,0.0072,0.0019
2018-01-02 00:10:00,1,0,0.0102,0.0083,0.0156,0.0075,0.006
2018-01-02 00:15:00,1,0,0.0107,0.009,0.0116,0.0061,0.005
2018-01-02 00:20:00,1,0,0.0092,0.0087,0.0129,0.0071,0.0024
2018-01-02 00:25:00,1,0,0.0118,0.0121,0.0099,0.0048,0.0059
2018-01-02 00:30:00,1,0,0.0096,0.0127,0.0126,0.0029,0.0035
2018-01-02 00:35:00,1,0,0.0086,0.0093,0.0099,0.0049,0.0042
2018-01-02 00:40:00,1,0,0.0091,0.0081,0.0106,0.0043,0.001
2018-01-02 00:45:00,1,0,0.0088,0.0084,0.0135,0.0068,0.0018
2018-01-02 00:50:00,1,0,0.0102,0.0105,0.0117,0.0038,0.0029
2018-01-02 00:55:00,1,0,0.0089,0.0074,0.0104,0.0041,0.0019
2018-01-02 01:00:00,1,0,0.0096,0.0091,0.0092,0.0042,0.0028
2018-01-02 01:05:00,1,0,0.005,0.0069999999999999,0.0111,0.0042,0.0013
2018-01-02 01:10:00,1,0,0.0076,0.0111,0.0106,0.0056,0.0024
2018-01-02 01:15:00,1,0,0.0091,0.0107,0.0123,0.0052,0.0027
2018-01-02 01:20:00,1,0,0.0079,0.0104,0.0104,0.0031,0.0019
2018-01-02 01:25:00,1,0,0.008,0.0096,0.0116,0.0043,0.0018
2018-01-02 01:30:00,1,0,0.0071,0.005,0.0154,0.0063,0.0028
2018-01-02 01:35:00,1,0,0.0056,0.0101,0.0103,0.0039,0.0004
2018-01-02 01:40:00,1,0,0.0049,0.0103,0.0123,0.003,0.0014
2018-01-02 01:45:00,1,0,0.0042,0.0042,0.0086,0.0024,0.0017
2018-01-02 01:50:00,1,0,0.006,0.0053,0.0103,0.0027,0.0013
2018-01-02 01:55:00,1,0,0.006,0.0062,0.0106,0.0019,0.003
2018-01-02 02:00:00,1,0,0.0051,0.0071,0.0076,0.002,0.0006
2018-01-02 02:05:00,1,0,0.0051,0.0098,0.011,0.0043,0.0082
2018-01-02 02:10:00,1,0,0.0108,0.008,0.0106,0.005,0.0004
2018-01-02 02:15:00,1,0,0.0039,0.0063,0.0106,0.0069,0.001
2018-01-02 02:20:00,1,0,0.0037,0.0086,0.0094,0.004,0.0006
2018-01-02 02:25:00,1,0,0.0037,0.0108,0.01,0.003,0.0034
2018-01-02 02:30:00,1,0,0.0028,0.0085,0.0116,0.0021,0.001
2018-01-02 02:35:00,1,0,0.0034,0.0102,0.0122,0.0019,0.002
2018-01-02 02:40:00,1,0,0.0056,0.0114,0.0139,0.0019,0.0026
2018-01-02 02:45:00,1,0,0.0034,0.0107,0.0096,0.0026,0.0025
2018-01-02 02:50:00,1,0,0.0056,0.0122,0.0112,0.0036,0.0028
2018-01-02 02:55:00,1,0,0.0052,0.0125,0.0108,0.0036,0.0039
2018-01-02 03:00:00,1,0,0.0037,0.0097,0.0134,0.0034,0.0069
2018-01-02 03:05:00,1,0,0.0039,0.0109,0.0135,0.0036,0.0029
2018-01-02 03:10:00,1,0,0.0039,0.0098,0.0103,0.0033,0.0022
2018-01-02 03:15:00,1,0,0.0049,0.0148,0.0209,0.003,0.005
2018-01-02 03:20:00,1,0,0.0062,0.0226,0.02,0.0025,0.0073
2018-01-02 03:25:00,1,0,0.0054,0.0121,0.0164,0.0022,0.0075
2018-01-02 03:30:00,1,0,0.0088,0.0229,0.0233,0.005,0.0109
2018-01-02 03:35:00,1,0,0.0077,0.0198,0.0229,0.0068,0.0095
2018-01-02 03:40:00,1,0,0.006,0.0191,0.0249,0.0045,0.004
